"","country","year","party","vote","seat","electionyear","epvote","fav_intEU","fav_ep_power","lrgen","lr_econ","lr_econ_slc","postmat_trad","postmat_trad_slc","spend_or_taxes","spend_or_taxes_slc","dereg_mkt","dereg_mkt_slc","stateinterv","laworder","laworder.1","laworder_slc","oppos_libpol","oppos_libpol_slc","religious","religion_slc","reject_immig","immigra_salience","assimil","assimil_slc","envnotimp","env_slc","cosmop_nation","cosmop_nation_slc","nation","mip_one","mip_two","mip_three"
"35","be",2010,"PS",13.7,17.2999992370606,2010,10.8800001144409,0.866666634877523,0.924242417017619,0.25,0.257142853736877,NA,0.285714292526245,NA,0.169230771064758,0.761538457870483,0.2375,0.45,NA,0.263636374473572,0.263636374473572,0.472727251052856,0.181818187236786,0.509090900421143,0.145454549789429,0.254545450210571,0.2,0.608333349227905,0.325,0.55454545,0.49166665,0.48333335,NA,NA,NA,"","",""
"39","be",2010,"MR",9.28,12,2010,9.73999977111816,0.944444417953491,0.888888915379842,0.7,0.761538505554199,NA,0.435714292526245,NA,0.741666650772095,0.807692337036133,0.7125,0.557142877578735,NA,0.545454549789429,0.545454549789429,0.590909099578857,0.336363625526428,0.427272748947144,0.227272725105286,0.263636374473572,0.566666650772095,0.583333349227905,0.58333335,0.5909091,0.69166665,0.41666665,NA,NA,NA,"","",""
"40","be",2010,"VLD",8.64,8.69999980926514,2010,12.75,0.944444417953491,0.940476179122925,0.692857122421265,0.760000038146973,NA,0.319999980926514,NA,0.838461494445801,0.846153831481934,0.7,0.575,NA,0.509090900421143,0.509090900421143,0.554545450210571,0.190909087657928,0.5,0.154545450210571,0.281818175315857,0.658333349227905,0.566666650772095,0.60833335,0.55454545,0.66666665,0.40833335,NA,NA,NA,"","",""
"41","be",2010,"CDH",5.52,6,2010,4.98999977111816,0.928571462631226,0.924242417017619,0.45,0.4,NA,0.52857141494751,NA,0.461538457870483,0.566666650772095,0.425,0.414285707473755,NA,0.445454549789429,0.445454549789429,0.430000019073486,0.418181800842285,0.490909099578857,0.545454549789429,0.445454549789429,0.3,0.6,0.39166667,0.5818182,0.55454545,0.46363635,NA,NA,NA,"","",""
"42","be",2010,"CD&V",10.85,11.3000001907349,2010,14.4300003051758,0.955555518468221,0.948717912038167,0.57857141494751,0.540000009536743,NA,0.659999990463257,NA,0.492307710647583,0.553846168518066,0.533333349227905,0.375,NA,0.518181800842285,0.518181800842285,0.509090900421143,0.581818199157715,0.536363649368286,0.709090900421143,0.545454549789429,0.558333349227905,0.5,0.61666665,0.55454545,0.55,0.43333335,NA,NA,NA,"","",""
"49","be",2014,"PS",11.7,15.3,2014,10.7,0.833333333333333,0.900000015894572,0.259999990463257,0.240000009536743,0.83999996,0.340000009536743,0.32,0.240000009536743,NA,0.2,NA,0.175,0.220000004768372,0.220000004768372,NA,0.160000002384186,NA,0.1,NA,0.279999995231628,NA,0.2,NA,0.38,NA,NA,NA,0.225,"public services vs taxes","redistribution","state intervention"
"50","be",2014,"SPA",8.8,8.7,2014,8.3,0.833333333333333,0.933333317438761,0.3,0.279999995231628,0.83999996,0.259999990463257,0.425,0.279999995231628,NA,0.259999990463257,NA,0.225,0.240000009536743,0.240000009536743,NA,0.139999997615814,NA,0.1,NA,0.340000009536743,NA,0.24000001,NA,0.34000001,NA,NA,NA,0.225,"public services vs taxes","redistribution","state intervention"
"53","be",2014,"MR",9.6,13.3,2014,9.9,0.900000015894572,0.958333333333333,0.7,0.759999990463257,0.86000004,0.3,0.32,0.8,NA,0.759999990463257,NA,0.725,0.559999990463257,0.559999990463257,NA,0.160000002384186,NA,0.1,NA,0.619999980926514,NA,0.61999998,NA,0.68000002,NA,NA,NA,0.3,"public services vs taxes","state intervention","deregulation"
"54","be",2014,"VLD",9.8,9.3,2014,12.8,0.933333317438761,0.933333317438761,0.7,0.780000019073486,0.86000004,0.240000009536743,0.35999999,0.839999961853027,NA,0.8,NA,0.725,0.619999980926514,0.619999980926514,NA,0.139999997615814,NA,0.1,NA,0.659999990463257,NA,0.64000001,NA,0.7,NA,NA,NA,0.3,"public services vs taxes","state intervention","deregulation"
"55","be",2014,"CDH",5,6,2014,4.1,0.900000015894572,0.933333317438761,0.440000009536743,0.419999980926514,0.7,NA,0.34000001,0.519999980926514,NA,0.440000009536743,NA,0.5,0.440000009536743,0.440000009536743,NA,0.320000004768372,NA,0.480000019073486,NA,0.419999980926514,NA,0.4,NA,0.5,NA,NA,NA,0.425,"public services vs taxes","redistribution","state intervention"
"56","be",2014,"CD&V",11.6,12,2014,12.6,0.933333317438761,0.933333317438761,0.540000009536743,0.559999990463257,0.74000001,0.559999990463257,0.34000001,0.619999980926514,NA,0.519999980926514,NA,0.525,0.5,0.5,NA,0.379999995231628,NA,0.559999990463257,NA,0.540000009536743,NA,0.48000002,NA,0.55999999,NA,NA,NA,0.525,"public services vs taxes","redistribution","state intervention"
"57","be",2014,"NVA",20.3,22,2014,16.8,0.666666666666667,0.800000031789144,0.780000019073486,0.819999980926514,0.75999999,0.619999980926514,0.225,0.9,NA,0.860000038146973,NA,0.775,0.819999980926514,0.819999980926514,NA,0.359999990463257,NA,0.359999990463257,NA,0.759999990463257,NA,0.81999998,NA,0.75999999,NA,NA,NA,0.9,"decentralization","public services vs taxes","nationalism"
"76","dk",2002,"KF",9.1,8.89999961853027,2001,8.5,0.756666666666667,0.576666666666667,0.7,0.685,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"78","dk",2002,"V",31.3,31.2000007629394,2001,23.3999996185303,0.936666666666667,0.666666666666667,0.738,0.785,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"82","dk",2006,"KF",10.3,10.1000003814697,2005,11.3000001907349,0.87,0.541666666666667,0.711,0.75,NA,0.675,NA,0.680000019073486,0.719999980926514,0.759999990463257,0.659999990463257,NA,0.8,0.8,0.680000019073486,0.519999980926514,0.45,0.320000004768372,0.425,0.759999990463257,0.75,0.8,NA,NA,NA,0.675,0.6,NA,"","",""
"84","dk",2006,"V",29,29.1000003814697,2005,19.3999996185303,0.851666666666667,0.521666666666667,0.722,0.663,NA,0.488,NA,0.480000019073486,0.659999990463257,0.759999990463257,0.580000019073486,NA,0.6,0.6,0.540000009536743,0.279999995231628,0.4,0.2,0.423999977111816,0.759999990463257,0.775,0.68000002,NA,NA,NA,0.525,0.425,NA,"","",""
"91","dk",2010,"KF",10.4,10.1000003814697,2007,12.6899995803833,0.818181832631429,0.759259223937988,0.754545497894287,0.781818199157715,NA,0.669999980926514,NA,0.809090900421143,0.83636360168457,0.75,0.522222232818604,NA,0.830000019073486,0.830000019073486,0.730000019073486,0.6,0.5,0.425,0.459999990463257,0.772727251052856,0.672727251052856,0.74545455,0.67272725,0.6818182,0.45,NA,NA,NA,"","",""
"93","dk",2010,"V",26.2,25.7000007629394,2007,20.2399997711182,0.848484834035238,0.740740776062012,0.7,0.709090900421143,NA,0.590000009536743,NA,0.636363649368286,0.736363649368286,0.690000009536743,0.511111116409302,NA,0.740000009536743,0.740000009536743,0.609999990463257,0.390000009536743,0.466666650772095,0.2875,0.329999995231628,0.772727251052856,0.690909099578857,0.7,0.7,0.66363635,0.3909091,NA,NA,NA,"","",""
"98","dk",2014,"SD",24.5,24.6,2011,19.1,0.833333333333333,0.785714308420817,0.440000009536743,0.390000009536743,0.73333335,0.519999980926514,0.45555553,0.409999990463257,NA,0.4125,NA,0.33,0.522222232818604,0.522222232818604,NA,0.290000009536743,NA,0.266666674613953,NA,0.55,NA,0.54000001,NA,0.42222223,NA,NA,NA,0.48000002,"public services vs taxes","redistribution","state intervention"
"99","dk",2014,"RV",9.4,9.5,2011,6.5,NA,0.88095235824585,0.569999980926514,0.65,0.78888888,0.189999997615814,0.64444447,0.609999990463257,NA,0.6,NA,0.48888888,0.3125,0.3125,NA,0.120000004768372,NA,0.177777779102325,NA,0.259999990463257,NA,0.20999999,NA,0.3,NA,NA,NA,0.2,"public services vs taxes","civil liberties","multiculturalism"
"101","dk",2014,"SF",9.1,8.9,2011,11,0.60606058438619,0.738095204035441,0.290000009536743,0.229999995231628,0.62222223,0.309999990463257,0.51111112,0.209999990463257,NA,0.225,NA,0.16,0.311111116409302,0.311111116409302,NA,0.160000002384186,NA,0.144444441795349,NA,0.279999995231628,NA,0.28,NA,0.17777778,NA,NA,NA,0.32,"redistribution","public services vs taxes","environment"
"116","ge",2002,"SPD",38.5,41.5999984741211,2002,30.7000007629394,0.851666666666667,0.81,0.4,0.357,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"118","ge",2002,"Grunen",8.6,9.10000038146973,2002,6.40000009536743,0.893333333333333,0.905,0.336,0.45,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"121","ge",2006,"CDU",27.8,29.2999992370606,2005,36.5,0.893333333333333,0.778333333333333,0.636,0.682,NA,0.691,NA,0.563000011444092,0.713000011444092,0.638000011444092,0.663000011444092,NA,0.742999982833862,0.742999982833862,0.71399998664856,0.617000007629395,0.467000007629395,0.671000003814697,0.557000017166138,0.771000003814697,0.68600001335144,0.81400003,NA,NA,NA,0.629,0.4,NA,"","",""
"122","ge",2006,"SPD",34.2,36.2000007629395,2005,21.5,0.833333333333333,0.815,0.355,0.336,NA,0.445,NA,0.35,0.763000011444092,0.4,0.613000011444092,NA,0.571000003814697,0.571000003814697,0.657000017166138,0.25,0.432999992370605,0.24300000667572,0.2,0.542999982833862,0.68600001335144,0.45700002,NA,NA,NA,0.4,0.41399999,NA,"","",""
"126","ge",2006,"CSU",7.4,7.5,2005,8,0.726666666666667,0.74,0.764,0.645,NA,0.818,NA,0.563000011444092,0.738000011444092,0.6,0.625,NA,0.885999965667725,0.885999965667725,0.742999982833862,0.782999992370605,0.617000007629395,0.771000003814697,0.657000017166138,0.871000003814697,0.8,0.9,NA,NA,NA,0.74299998,0.471,NA,"","",""
"127","ge",2010,"CDU",27.3,31.2000007629394,2009,30.7000007629394,0.833333333333333,0.809523820877075,0.6125,0.6,NA,0.625,NA,0.513333320617676,0.626666688919067,0.553333330154419,0.533333349227905,NA,0.646666669845581,0.646666669845581,0.593333339691162,0.513333320617676,0.480000019073486,0.666666650772095,0.673333311080933,0.666666650772095,0.693333339691162,0.73333335,0.63571429,0.6,0.54666667,NA,NA,NA,"","",""
"129","ge",2010,"FDP",14.6,15,2009,11,0.833333333333333,0.794871807098389,0.659999990463257,0.81875,NA,0.353333330154419,NA,0.853333377838135,0.839999961853027,0.8,0.813333320617676,NA,0.366666674613953,0.366666674613953,0.726666688919067,0.259999990463257,0.646666669845581,0.286666655540466,0.353333330154419,0.413333320617676,0.553333330154419,0.51999998,0.60714288,0.69333334,0.48666668,NA,NA,NA,"","",""
"132","ge",2010,"CSU",6.5,7.19999980926514,2009,7.19999980926514,0.656862735748291,0.666666666666667,0.706666660308838,0.55,NA,0.7125,NA,0.492857122421265,0.646666669845581,0.519999980926514,0.546666669845581,NA,0.773333311080933,0.773333311080933,0.680000019073486,0.619999980926514,0.540000009536743,0.786666679382324,0.766666650772095,0.793333339691162,0.773333311080933,0.83999996,0.73571429,0.6,0.51333332,NA,NA,NA,"","",""
"133","ge",2014,"CDU",34.1,40.4,2013,30,0.897435903549194,0.666666666666667,0.592307710647583,0.591666650772095,0.84615383,0.6,0.525,0.572727251052856,NA,0.569999980926514,NA,0.53000002,0.640000009536743,0.640000009536743,NA,0.519999980926514,NA,0.619999980926514,NA,0.572727251052856,NA,0.65,NA,0.53636365,NA,NA,NA,0.46999998,"EU integration","international security","public services vs taxes"
"134","ge",2014,"SPD",25.7,30.6,2013,27.3,0.897435903549194,0.772727251052856,0.376923084259033,0.35,0.82307692,0.41538462638855,0.54166665,0.345454549789429,NA,0.390000009536743,NA,0.30999999,0.490000009536743,0.490000009536743,NA,0.320000004768372,NA,0.309999990463257,NA,0.390909099578857,NA,0.35999999,NA,0.42727275,NA,NA,NA,0.33,"EU integration","redistribution","public services vs taxes"
"138","ge",2014,"CSU",7.4,8.9,2013,5.3,0.64102562268575,0.575757582982381,0.723076915740967,0.608333349227905,0.76923075,0.792307710647583,0.61666665,0.618181800842285,NA,0.6,NA,0.6,0.810000038146973,0.810000038146973,NA,0.680000019073486,NA,0.777777767181396,NA,0.745454549789429,NA,0.81999998,NA,0.6181818,NA,NA,NA,0.65999999,"public services vs taxes","EU integration","decentralization"
"149","gr",2002,"PASOK",43.8,52.7000007629395,2000,32.9099998474121,0.97,0.94,0.391,0.464,NA,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"154","gr",2006,"ND",45.4,55,2004,43,0.945,0.87,0.644,0.689,NA,0.625,NA,0.644000005722046,0.725,0.825,0.85,NA,0.688000011444092,0.688000011444092,0.65,0.588000011444092,0.471000003814697,0.775,0.68600001335144,0.613000011444092,0.588000011444092,0.56300001,NA,NA,NA,0.68899999,0.54299998,NA,"","",""
"159","gr",2010,"PASOK",43.92,53.2999992370605,2009,36.6399993896484,0.848484834035238,0.833333333333333,0.436363649368286,0.563636350631714,NA,0.281818175315857,NA,0.363636374473572,0.7,0.681818199157715,0.754545450210571,NA,0.454545450210571,0.454545450210571,0.690909099578857,0.363636374473572,0.6,0.427272748947144,0.481818199157715,0.509999990463257,0.754545450210571,0.3,0.7,0.4181818,0.74545455,NA,NA,NA,"","",""
"166","gr",2014,"PASOK",12.3,11,2012,8,0.925925890604655,0.895833333333333,0.477777767181396,0.544444465637207,0.94444447,0.4,0.44444447,0.425,NA,0.588888883590698,NA,0.45,0.388888883590698,0.388888883590698,NA,0.366666674613953,NA,0.511111116409302,NA,0.433333349227905,NA,0.45555553,NA,0.58888888,NA,NA,NA,0.36666667,"public services vs taxes","tie: EU and redistribution","state intervention"
"167","gr",2014,"ND",29.7,43,2012,22.7,0.925925890604655,0.904761870702108,0.722222232818604,0.711111116409302,0.94444447,0.7,0.63333335,0.55,NA,0.633333349227905,NA,0.6,0.711111116409302,0.711111116409302,NA,0.811111068725586,NA,0.844444465637207,NA,0.8,NA,0.82222223,NA,0.76666665,NA,NA,NA,0.74444447,"public services vs taxes","EU integration","redistribution"
"191","esp",2002,"PP",44.6,52.2999992370605,2000,39.7400016784668,0.871666666666667,0.576666666666667,0.692,0.769,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"199","esp",2006,"PSOE",42.6,46.9000015258789,2004,43.5,NA,0.871666666666667,0.358,0.392,NA,0.215,NA,0.307999992370606,0.707999992370605,0.391000008583069,0.46399998664856,NA,0.207999992370606,0.207999992370606,0.730000019073486,0.075,0.73600001335144,0.158000004291534,0.5,0.430000019073486,0.65,0.49200001,NA,NA,NA,0.35799999,0.54000001,NA,"","",""
"209","esp",2010,"PSOE",43.7,48.2999992370605,2008,38.7999992370605,0.958333333333333,0.666666666666667,0.366666650772095,0.35,NA,0.233333325386047,NA,0.327272725105286,0.672727251052856,0.341666674613953,0.572727251052856,NA,0.3,0.3,0.691666650772095,0.109090912342072,0.790909099578857,0.281818175315857,0.519999980926514,0.409090900421143,0.55,0.44000001,0.65,0.45,0.5,NA,NA,NA,"","",""
"223","esp",2014,"PP",41.9,53.1,2011,26.1,0.966666698455811,0.777777751286825,0.730000019073486,0.766666650772095,0.87777777,0.8,0.72222223,0.759999990463257,NA,0.790000009536743,NA,0.73000002,0.830000019073486,0.830000019073486,NA,0.7,NA,0.780000019073486,NA,0.810000038146973,NA,0.825,NA,0.7375,NA,NA,NA,0.71999998,"public services vs taxes","deregulation","nationalism"
"251","fr",2002,"PS",25.3,24.3999996185303,2002,22,0.795,0.651666666666667,0.385,0.408,NA,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"252","fr",2002,"PRG",1.5,NA,2002,NA,0.653333333333333,0.583333333333333,0.362,0.35,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"253","fr",2002,"VERTS",4.4,0.5,2002,9.69999980926514,0.691666666666667,0.763333333333333,0.275,0.275,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"254","fr",2002,"RPR",33.4,63.2999992370605,2002,12.8000001907349,0.666666666666667,0.44,0.7,0.592,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"257","fr",2002,"DL",0.4,NA,2002,NA,0.82,0.536666666666667,0.707,0.817,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"262","fr",2006,"UMP",33.4,63.2999992370605,2002,16.6000003814697,0.778333333333333,0.583333333333333,0.744,0.7,NA,0.713,NA,0.7,0.680000019073486,0.717000007629395,0.680000019073486,NA,0.782999992370605,0.782999992370605,0.8,0.557000017166138,0.625,0.471000003814697,0.35699999332428,0.757000017166138,0.771000003814697,0.75,NA,NA,NA,0.65,0.725,NA,"","",""
"270","fr",2010,"UMP",40.3,54.0999984741211,2007,27.8799991607666,0.833333333333333,0.537037054697672,0.722222232818604,0.555555534362793,NA,0.633333349227905,NA,0.644444465637207,0.6125,0.575,0.5,NA,0.788888883590698,0.788888883590698,0.7625,0.5,0.4375,0.433333349227905,0.3625,0.844444465637207,0.888888931274414,0.87777777,0.7875,0.58888888,0.475,NA,NA,NA,"","",""
"276","fr",2014,"PS",29.4,48.5,2012,12.9,0.797619024912516,0.736111084620158,0.383333325386047,0.383333325386047,0.70833335,0.336363625526428,0.65454545,0.381818175315857,NA,0.427272748947144,NA,0.38181818,0.390909099578857,0.390909099578857,NA,0.190909087657928,NA,0.190909087657928,NA,0.469999980926514,NA,0.47272725,NA,0.53636365,NA,NA,NA,0.42727275,"public services vs taxes","state intervention","EU integration"
"277","fr",2014,"PRG",1.7,2.1,2012,1.1,0.807692289352417,0.75,0.381818175315857,0.375,0.66363635,0.341666674613953,0.64545455,0.344444441795349,NA,0.379999995231628,NA,0.35454545,0.3625,0.3625,NA,0.2,NA,0.172727274894714,NA,0.4,NA,0.5,NA,0.53000002,NA,NA,NA,0.4,"EU integration","tie: social lifestyle and urban vs rural","tie: civil liberties and multiculturalism and services vs taxes and redistribution"
"278","fr",2014,"EELV",5.5,2.9,2012,9,0.86904764175415,0.935897429784139,0.308333325386047,0.325,0.56666665,0.141666662693024,0.775,0.2,NA,0.227272725105286,NA,0.24545455,0.154545450210571,0.154545450210571,NA,0.0545454561710358,NA,0.181818187236786,NA,0.209999990463257,NA,0.18181819,NA,0.081818181,NA,NA,NA,0.15454545,"environment","civil liberties","redistribution"
"295","irl",2002,"FF",41.5,48.7999992370605,2002,38.5999984741211,0.771666666666667,0.381666666666667,0.563,0.525,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"299","irl",2002,"PD",4,4.80000019073486,2002,NA,0.771666666666667,0.451666666666667,0.775,0.825,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"301","irl",2006,"FF",41.5,48.7999992370605,2002,29.5,0.85,0.65,0.62,0.63,NA,0.656,NA,0.609999990463257,0.609999990463257,0.667000007629395,0.51100001335144,NA,0.621999979019165,0.621999979019165,0.389000010490417,0.6,0.413000011444092,0.6,0.388000011444092,0.55,0.442999982833862,0.62199998,NA,NA,NA,0.71100001,0.56300001,NA,"","",""
"305","irl",2006,"PD",4,4.80000019073486,2002,NA,0.783333333333333,0.65,0.81,0.85,NA,0.411,NA,0.839999961853027,0.759999990463257,0.877999973297119,0.78899998664856,NA,0.721999979019165,0.721999979019165,0.521999979019165,0.340000009536743,0.5,0.322000002861023,0.413000011444092,0.625,0.51399998664856,0.61100001,NA,NA,NA,0.41100001,0.425,NA,"","",""
"307","irl",2010,"FF",41.56,47,2007,24.1000003814697,0.895833333333333,0.571428537368774,0.725,0.7125,NA,0.725,NA,0.65,0.6125,0.6375,0.516666650772095,NA,0.6875,0.6875,0.52857141494751,0.6125,0.533333349227905,0.62857141494751,0.414285707473755,0.7,0.542857122421265,0.6,0.3,0.68571429,0.38571429,NA,NA,NA,"","",""
"310","irl",2010,"GP",4.69,3.59999990463257,2007,1.89999997615814,0.666666666666667,0.547619024912516,0.35,0.32857141494751,NA,0.2,NA,0.3125,0.725,0.314285707473755,0.483333349227905,NA,0.385714292526245,0.385714292526245,0.583333349227905,0.225,0.733333349227905,0.271428561210632,0.485714292526245,0.442857122421265,0.516666650772095,0.31666667,0.43333335,0.1,0.94285717,NA,NA,NA,"","",""
"314","irl",2014,"FG",36.1,46.1,2011,22.3,0.907407442728678,0.738095204035441,0.6625,0.7125,0.85,0.6375,0.4375,0.657142877578735,NA,0.633333349227905,NA,0.55,0.680000019073486,0.680000019073486,NA,0.55,NA,0.485714292526245,NA,0.616666650772095,NA,0.5,NA,0.64285712,NA,NA,NA,0.61666665,"public services vs taxes","social lifestyle","urban vs rural"
"315","irl",2014,"Lab",19.5,22.4,2011,5.3,0.814814805984497,0.738095204035441,0.4125,0.4125,0.875,0.375,0.5375,0.414285707473755,NA,0.483333349227905,NA,0.4,0.459999990463257,0.459999990463257,NA,0.316666674613953,NA,0.285714292526245,NA,0.516666650772095,NA,0.5,NA,0.55714288,NA,NA,NA,0.46666665,"public services vs taxes","redistribution","civil liberties"
"342","it",2002,"AN",12,16.2999992370606,2001,10.3000001907349,0.551666666666667,0.466666666666667,0.779,0.529,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"343","it",2002,"LN",3.9,4.90000009536743,2001,4.48999977111816,0.218333333333333,0.291666666666667,0.771,0.728,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"344","it",2002,"CCD",1.6,3.29999995231628,2001,2.58999991416931,0.858333333333333,0.721666666666667,0.586,0.521,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"345","it",2002,"FI",29.4,29.2000007629394,2001,25.1700000762939,0.603333333333333,0.55,0.693,0.793,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"346","it",2002,"CDU",1.6,3.29999995231628,2001,2.15000009536743,0.871666666666667,0.736666666666667,0.6,0.529,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"352","it",2006,"DS",18.7,22.0499992370606,2006,18.1416664123535,0.98,0.916666666666667,0.271,0.3,NA,0.288,NA,0.186000001430511,0.61399998664856,0.3,0.5,NA,0.285999989509583,0.285999989509583,0.61399998664856,0.2,0.680000019073486,0.217000007629394,0.367000007629394,0.3,0.632999992370605,0.225,NA,NA,NA,0.18,0.54000001,NA,"","",""
"353","it",2006,"RC",5.7,6.5,2006,6.09999990463257,0.333333333333333,0.638333333333333,0.129,0.043,NA,0.075,NA,0.0140000000596046,0.7,0.0670000016689301,0.632999992370605,NA,0.1,0.1,0.657000017166138,0.6,0.780000019073486,0.0670000016689301,0.417000007629395,0.2,0.75,0.2,NA,NA,NA,0.14,0.61999998,NA,"","",""
